Tag,Count,Proportion
vim,5,0.0135585866529273
emacs,1,0.00271171733058546
editor,2,0.00542343466117092
commit-message,1,0.00271171733058546
git,88,0.23863112509152049
version-control,17,0.04609919461995282
git-merge,5,0.0135585866529273
git-merge-conflict,3,0.00813515199175638
c++,21,0.05694606394229466
c,7,0.018982021314098218
bit-manipulation,1,0.00271171733058546
bitwise-operators,1,0.00271171733058546
python,72,0.19524364780215311
string,23,0.06236949860346558
python-3.x,2,0.00542343466117092
powershell,2,0.00542343466117092
python,72,0.19524364780215311
class,3,0.00813515199175638
oop,7,0.018982021314098218
inheritance,1,0.00271171733058546
super,1,0.00271171733058546
javascript,115,0.3118474930173279
javascript-objects,8,0.02169373864468368
javascript,115,0.3118474930173279
url,10,0.0271171733058546
plugins,1,0.00271171733058546
query-string,1,0.00271171733058546
android,15,0.04067575995878189
android-activity,1,0.00271171733058546
application-state,1,0.00271171733058546
python,72,0.19524364780215311
dictionary,11,0.02982889063644006
javascript,115,0.3118474930173279
jquery,30,0.08135151991756379
cors,1,0.00271171733058546
same-origin-policy,1,0.00271171733058546
flask-restless,1,0.00271171733058546
php,9,0.02440545597526914
arrays,17,0.04609919461995282
unset,2,0.00542343466117092
bash,13,0.03525232529761098
echo,2,0.00542343466117092
newline,3,0.00813515199175638
javascript,115,0.3118474930173279
json,10,0.0271171733058546
pretty-print,2,0.00542343466117092
php,9,0.02440545597526914
string,23,0.06236949860346558
substring,6,0.01627030398351276
contains,3,0.00813515199175638
string-matching,3,0.00813515199175638
javascript,115,0.3118474930173279
html,25,0.06779293326463649
local-storage,1,0.00271171733058546
c#,17,0.04609919461995282
.net,12,0.03254060796702552
visual-studio,1,0.00271171733058546
.net-framework-version,1,0.00271171733058546
compiler-version,1,0.00271171733058546
c++,21,0.05694606394229466
pointers,3,0.00813515199175638
casting,5,0.0135585866529273
c++-faq,10,0.0271171733058546
html,25,0.06779293326463649
css,20,0.0542343466117092
javascript,115,0.3118474930173279
sleep,2,0.00542343466117092
javascript,115,0.3118474930173279
jquery,30,0.08135151991756379
click,1,0.00271171733058546
python,72,0.19524364780215311
module,1,0.00271171733058546
package,2,0.00542343466117092
python-packaging,1,0.00271171733058546
python,72,0.19524364780215311
windows,3,0.00813515199175638
installation,2,0.00542343466117092
pip,2,0.00542343466117092
easy-install,1,0.00271171733058546
javascript,115,0.3118474930173279
undefined,5,0.0135585866529273
git,88,0.23863112509152049
caching,2,0.00542343466117092
version-control,17,0.04609919461995282
gitignore,5,0.0135585866529273
git-rm,5,0.0135585866529273
git,88,0.23863112509152049
cherry-pick,1,0.00271171733058546
git-cherry-pick,1,0.00271171733058546
python,72,0.19524364780215311
syntax,7,0.018982021314098218
parameter-passing,4,0.01084686932234184
variadic-functions,1,0.00271171733058546
argument-unpacking,1,0.00271171733058546
windows,3,0.00813515199175638
networking,1,0.00271171733058546
port,1,0.00271171733058546
javascript,115,0.3118474930173279
url,10,0.0271171733058546
encode,1,0.00271171733058546
urlencode,1,0.00271171733058546
javascript,115,0.3118474930173279
node.js,8,0.02169373864468368
arguments,4,0.01084686932234184
command-line-arguments,1,0.00271171733058546
javascript,115,0.3118474930173279
html,25,0.06779293326463649
url,10,0.0271171733058546
url-rewriting,1,0.00271171733058546
friendly-url,1,0.00271171733058546
php,9,0.02440545597526914
mysql,4,0.01084686932234184
javascript,115,0.3118474930173279
jquery,30,0.08135151991756379
refresh,1,0.00271171733058546
reload,1,0.00271171733058546
javascript,115,0.3118474930173279
javascript-objects,8,0.02169373864468368
javascript,115,0.3118474930173279
ecmascript-6,2,0.00542343466117092
java,37,0.10033354123166201
maven-2,1,0.00271171733058546
build-process,1,0.00271171733058546
build-automation,1,0.00271171733058546
executable-jar,1,0.00271171733058546
javascript,115,0.3118474930173279
date,5,0.0135585866529273
date-formatting,2,0.00542343466117092
sql,9,0.02440545597526914
database,2,0.00542343466117092
performance,10,0.0271171733058546
indexing,3,0.00813515199175638
database-indexes,1,0.00271171733058546
c++,21,0.05694606394229466
c,7,0.018982021314098218
include,3,0.00813515199175638
header-files,1,0.00271171733058546
c-preprocessor,1,0.00271171733058546
git,88,0.23863112509152049
version-control,17,0.04609919461995282
git-filter-branch,1,0.00271171733058546
git-rewrite-history,4,0.01084686932234184
python,72,0.19524364780215311
pandas,3,0.00813515199175638
dataframe,3,0.00813515199175638
c,7,0.018982021314098218
malloc,1,0.00271171733058546
casting,5,0.0135585866529273
php,9,0.02440545597526914
curl,2,0.00542343466117092
youtube,1,0.00271171733058546
youtube-api,1,0.00271171733058546
youtube-data-api,1,0.00271171733058546
javascript,115,0.3118474930173279
jquery,30,0.08135151991756379
html-table,3,0.00813515199175638
java,37,0.10033354123166201
android,15,0.04067575995878189
android-networking,1,0.00271171733058546
networkonmainthread,1,0.00271171733058546
javascript,115,0.3118474930173279
date,5,0.0135585866529273
date-formatting,2,0.00542343466117092
java,37,0.10033354123166201
error-handling,1,0.00271171733058546
return,1,0.00271171733058546
try-catch-finally,1,0.00271171733058546
javascript,115,0.3118474930173279
comparison,2,0.00542343466117092
undefined,5,0.0135585866529273
git,88,0.23863112509152049
rebase,3,0.00813515199175638
r,1,0.00271171733058546
r-faq,1,0.00271171733058546
windows,3,0.00813515199175638
command-line,7,0.018982021314098218
path-variables,1,0.00271171733058546
python,72,0.19524364780215311
list,13,0.03525232529761098
split,3,0.00813515199175638
chunks,1,0.00271171733058546
bash,13,0.03525232529761098
shell,11,0.02982889063644006
unix,3,0.00813515199175638
redirect,3,0.00813515199175638
git,88,0.23863112509152049
repository,3,0.00813515199175638
git-clone,4,0.01084686932234184
git,88,0.23863112509152049
branch,9,0.02440545597526914
git-branch,19,0.05152262928112373
git-fetch,5,0.0135585866529273
javascript,115,0.3118474930173279
function,7,0.018982021314098218
parameters,1,0.00271171733058546
arguments,4,0.01084686932234184
default-parameters,2,0.00542343466117092
javascript,115,0.3118474930173279
jquery,30,0.08135151991756379
scroll,1,0.00271171733058546
python,72,0.19524364780215311
exception,5,0.0135585866529273
git,88,0.23863112509152049
git-diff,5,0.0135585866529273
git,88,0.23863112509152049
git-rewrite-history,4,0.01084686932234184
git,88,0.23863112509152049
ignore,1,0.00271171733058546
chmod,2,0.00542343466117092
javascript,115,0.3118474930173279
validation,3,0.00813515199175638
numbers,2,0.00542343466117092
css,20,0.0542343466117092
padding,1,0.00271171733058546
margin,1,0.00271171733058546
git,88,0.23863112509152049
git-push,5,0.0135585866529273
git-tag,3,0.00813515199175638
bash,13,0.03525232529761098
python,72,0.19524364780215311
file-io,4,0.01084686932234184
directory,10,0.0271171733058546
delete-file,2,0.00542343466117092
node.js,8,0.02169373864468368
package,2,0.00542343466117092
npm,6,0.01627030398351276
html,25,0.06779293326463649
css,20,0.0542343466117092
vertical-alignment,2,0.00542343466117092
python,72,0.19524364780215311
directory,10,0.0271171733058546
git,88,0.23863112509152049
export,1,0.00271171733058546
git-archive,1,0.00271171733058546
svn-export,1,0.00271171733058546
docker,5,0.0135585866529273
dockerfile,1,0.00271171733058546
python,72,0.19524364780215311
parsing,2,0.00542343466117092
floating-point,4,0.01084686932234184
type-conversion,3,0.00813515199175638
integer,4,0.01084686932234184
python,72,0.19524364780215311
graph,1,0.00271171733058546
matplotlib,1,0.00271171733058546
plot,1,0.00271171733058546
visualization,1,0.00271171733058546
python,72,0.19524364780215311
environment-variables,1,0.00271171733058546
java,37,0.10033354123166201
arrays,17,0.04609919461995282
java,37,0.10033354123166201
constructor,3,0.00813515199175638
python,72,0.19524364780215311
terminal,4,0.01084686932234184
output,1,0.00271171733058546
ansi-colors,1,0.00271171733058546
javascript,115,0.3118474930173279
jquery,30,0.08135151991756379
html-input,2,0.00542343466117092
disabled-input,1,0.00271171733058546
javascript,115,0.3118474930173279
jquery,30,0.08135151991756379
dom,5,0.0135585866529273
drop-down-menu,1,0.00271171733058546
jquery-selectors,4,0.01084686932234184
javascript,115,0.3118474930173279
jquery,30,0.08135151991756379
dom,5,0.0135585866529273
attr,1,0.00271171733058546
prop,1,0.00271171733058546
python,72,0.19524364780215311
pandas,3,0.00813515199175638
dataframe,3,0.00813515199175638
html,25,0.06779293326463649
css,20,0.0542343466117092
opacity,1,0.00271171733058546
python,72,0.19524364780215311
datetime,8,0.02169373864468368
rest,5,0.0135585866529273
http,10,0.0271171733058546
http-get,1,0.00271171733058546
installation,2,0.00542343466117092
versioning,1,0.00271171733058546
homebrew,1,0.00271171733058546
c#,17,0.04609919461995282
.net,12,0.03254060796702552
clone,5,0.0135585866529273
node.js,8,0.02169373864468368
npm,6,0.01627030398351276
python,72,0.19524364780215311
performance,10,0.0271171733058546
python-3.x,2,0.00542343466117092
range,1,0.00271171733058546
python-internals,1,0.00271171733058546
git,88,0.23863112509152049
git-commit,6,0.01627030398351276
python,72,0.19524364780215311
string,23,0.06236949860346558
substring,6,0.01627030398351276
permissions,2,0.00542343466117092
ssh,1,0.00271171733058546
c++,21,0.05694606394229466
performance,10,0.0271171733058546
x86,1,0.00271171733058546
vectorization,1,0.00271171733058546
compiler-optimization,2,0.00542343466117092
javascript,115,0.3118474930173279
python,72,0.19524364780215311
list,13,0.03525232529761098
indexing,3,0.00813515199175638
css,20,0.0542343466117092
css-transitions,1,0.00271171733058546
javascript,115,0.3118474930173279
jquery,30,0.08135151991756379
jquery-selectors,4,0.01084686932234184
html,25,0.06779293326463649
css,20,0.0542343466117092
height,1,0.00271171733058546
git,88,0.23863112509152049
git-branch,19,0.05152262928112373
git-merge,5,0.0135585866529273
branching-and-merging,3,0.00813515199175638
bash,13,0.03525232529761098
string,23,0.06236949860346558
filenames,1,0.00271171733058546
javascript,115,0.3118474930173279
jquery,30,0.08135151991756379
variables,5,0.0135585866529273
undefined,5,0.0135585866529273
algorithm,6,0.01627030398351276
time-complexity,4,0.01084686932234184
big-o,3,0.00813515199175638
c#,17,0.04609919461995282
.net,12,0.03254060796702552
exception,5,0.0135585866529273
exception-handling,2,0.00542343466117092
c#,17,0.04609919461995282
.net,12,0.03254060796702552
string,23,0.06236949860346558
character-encoding,1,0.00271171733058546
c++,21,0.05694606394229466
copy-constructor,2,0.00542343466117092
assignment-operator,3,0.00813515199175638
c++-faq,10,0.0271171733058546
rule-of-three,1,0.00271171733058546
ios,2,0.00542343466117092
cocoa-touch,1,0.00271171733058546
uikit,1,0.00271171733058546
uilabel,1,0.00271171733058546
text-alignment,1,0.00271171733058546
mysql,4,0.01084686932234184
sql,9,0.02440545597526914
command-line,7,0.018982021314098218
import,3,0.00813515199175638
python,72,0.19524364780215311
pip,2,0.00542343466117092
git,88,0.23863112509152049
diff,1,0.00271171733058546
dvcs,1,0.00271171733058546
git-diff,5,0.0135585866529273
git-stage,1,0.00271171733058546
vim,5,0.0135585866529273
editor,2,0.00542343466117092
indentation,1,0.00271171733058546
vi,3,0.00813515199175638
bash,13,0.03525232529761098
shell,11,0.02982889063644006
split,3,0.00813515199175638
scripting,4,0.01084686932234184
javascript,115,0.3118474930173279
json,10,0.0271171733058546
jsonp,1,0.00271171733058546
terminology,4,0.01084686932234184
java,37,0.10033354123166201
spring,1,0.00271171733058546
spring-mvc,2,0.00542343466117092
annotations,1,0.00271171733058546
java,37,0.10033354123166201
reflection,1,0.00271171733058546
terminology,4,0.01084686932234184
c++,21,0.05694606394229466
operators,11,0.02982889063644006
operator-overloading,1,0.00271171733058546
c++-faq,10,0.0271171733058546
node.js,8,0.02169373864468368
npm,6,0.01627030398351276
dependencies,1,0.00271171733058546
package.json,2,0.00542343466117092
python,72,0.19524364780215311
string,23,0.06236949860346558
uppercase,1,0.00271171733058546
lowercase,1,0.00271171733058546
github,5,0.0135585866529273
markdown,1,0.00271171733058546
github-flavored-markdown,1,0.00271171733058546
readme,1,0.00271171733058546
html,25,0.06779293326463649
css,20,0.0542343466117092
width,1,0.00271171733058546
javascript,115,0.3118474930173279
arrays,17,0.04609919461995282
user-interface,3,0.00813515199175638
model-view-controller,1,0.00271171733058546
design-patterns,4,0.01084686932234184
terminology,4,0.01084686932234184
mvp,1,0.00271171733058546
javascript,115,0.3118474930173279
node.js,8,0.02169373864468368
web-applications,1,0.00271171733058546
javascript,115,0.3118474930173279
syntax,7,0.018982021314098218
enums,5,0.0135585866529273
java,37,0.10033354123166201
multithreading,2,0.00542343466117092
runnable,1,0.00271171733058546
implements,1,0.00271171733058546
java-threads,1,0.00271171733058546
shell,11,0.02982889063644006
scripting,4,0.01084686932234184
ksh,1,0.00271171733058546
aix,1,0.00271171733058546
mkdir,1,0.00271171733058546
gcc,1,0.00271171733058546
assembly,1,0.00271171733058546
floating-point,4,0.01084686932234184
compiler-optimization,2,0.00542343466117092
fast-math,1,0.00271171733058546
git,88,0.23863112509152049
branch,9,0.02440545597526914
git-branch,19,0.05152262928112373
git-diff,5,0.0135585866529273
php,9,0.02440545597526914
xml,1,0.00271171733058546
parsing,2,0.00542343466117092
xml-parsing,1,0.00271171733058546
html-parsing,1,0.00271171733058546
ms-word,1,0.00271171733058546
java,37,0.10033354123166201
arrays,17,0.04609919461995282
html,25,0.06779293326463649
c#,17,0.04609919461995282
.net,12,0.03254060796702552
namespaces,4,0.01084686932234184
stylecop,1,0.00271171733058546
code-organization,1,0.00271171733058546
git,88,0.23863112509152049
git-submodules,3,0.00813515199175638
.net,12,0.03254060796702552
floating-point,4,0.01084686932234184
double,1,0.00271171733058546
decimal,1,0.00271171733058546
ruby,1,0.00271171733058546
switch-statement,1,0.00271171733058546
conditional-statements,1,0.00271171733058546
javascript,115,0.3118474930173279
date,5,0.0135585866529273
datetime,8,0.02169373864468368
compare,1,0.00271171733058546
javascript,115,0.3118474930173279
loops,13,0.03525232529761098
object,6,0.01627030398351276
javascript,115,0.3118474930173279
slice,2,0.00542343466117092
trim,1,0.00271171733058546
node.js,8,0.02169373864468368
npm,6,0.01627030398351276
javascript,115,0.3118474930173279
jquery,30,0.08135151991756379
pageload,1,0.00271171733058546
javascript,115,0.3118474930173279
html,25,0.06779293326463649
jquery,30,0.08135151991756379
layout,2,0.00542343466117092
cross-browser,3,0.00813515199175638
git,88,0.23863112509152049
git-diff,5,0.0135585866529273
git-show,2,0.00542343466117092
jquery,30,0.08135151991756379
jquery-selectors,4,0.01084686932234184
html,25,0.06779293326463649
css,20,0.0542343466117092
html-table,3,0.00813515199175638
git,88,0.23863112509152049
git-rm,5,0.0135585866529273
android,15,0.04067575995878189
textview,1,0.00271171733058546
vagrant,1,0.00271171733058546
docker,5,0.0135585866529273
javascript,115,0.3118474930173279
random,6,0.01627030398351276
integer,4,0.01084686932234184
linux,7,0.018982021314098218
shell,11,0.02982889063644006
git,88,0.23863112509152049
gitignore,5,0.0135585866529273
python,72,0.19524364780215311
list,13,0.03525232529761098
sorting,4,0.01084686932234184
dictionary,11,0.02982889063644006
data-structures,3,0.00813515199175638
c++,21,0.05694606394229466
copy-constructor,2,0.00542343466117092
assignment-operator,3,0.00813515199175638
c++-faq,10,0.0271171733058546
copy-and-swap,1,0.00271171733058546
html,25,0.06779293326463649
button,1,0.00271171733058546
hyperlink,1,0.00271171733058546
anchor,1,0.00271171733058546
git,88,0.23863112509152049
tfs,1,0.00271171733058546
tfs-workitem,1,0.00271171733058546
changeset,1,0.00271171733058546
git-hash,1,0.00271171733058546
python,72,0.19524364780215311
pandas,3,0.00813515199175638
replace,3,0.00813515199175638
dataframe,3,0.00813515199175638
rename,1,0.00271171733058546
android,15,0.04067575995878189
python,72,0.19524364780215311
jython,1,0.00271171733058546
ase,1,0.00271171733058546
android-scripting,1,0.00271171733058546
php,9,0.02440545597526914
loops,13,0.03525232529761098
foreach,2,0.00542343466117092
iteration,5,0.0135585866529273
php-internals,1,0.00271171733058546
html,25,0.06779293326463649
javascript,115,0.3118474930173279
dynamic-languages,1,0.00271171733058546
prototype-oriented,1,0.00271171733058546
bash,13,0.03525232529761098
command-line,7,0.018982021314098218
scripting,4,0.01084686932234184
arguments,4,0.01084686932234184
getopts,1,0.00271171733058546
datetime,8,0.02169373864468368
timezone,1,0.00271171733058546
utc,1,0.00271171733058546
dst,1,0.00271171733058546
datetimeoffset,1,0.00271171733058546
java,37,0.10033354123166201
enums,5,0.0135585866529273
git,88,0.23863112509152049
github,5,0.0135585866529273
version-control,17,0.04609919461995282
branch,9,0.02440545597526914
feature-branch,1,0.00271171733058546
vim,5,0.0135585866529273
replace,3,0.00813515199175638
escaping,1,0.00271171733058546
newline,3,0.00813515199175638
vi,3,0.00813515199175638
javascript,115,0.3118474930173279
printf,1,0.00271171733058546
string.format,1,0.00271171733058546
java,37,0.10033354123166201
exception,5,0.0135585866529273
junit,1,0.00271171733058546
junit4,1,0.00271171733058546
assert,1,0.00271171733058546
javascript,115,0.3118474930173279
function,7,0.018982021314098218
variables,5,0.0135585866529273
scope,6,0.01627030398351276
var,2,0.00542343466117092
git,88,0.23863112509152049
revert,1,0.00271171733058546
git-checkout,7,0.018982021314098218
python,72,0.19524364780215311
dictionary,11,0.02982889063644006
data-structures,3,0.00813515199175638
unset,2,0.00542343466117092
python,72,0.19524364780215311
class,3,0.00813515199175638
oop,7,0.018982021314098218
static,1,0.00271171733058546
class-variables,1,0.00271171733058546
sql,9,0.02440545597526914
duplicates,1,0.00271171733058546
c#,17,0.04609919461995282
random,6,0.01627030398351276
css,20,0.0542343466117092
sass,1,0.00271171733058546
php,9,0.02440545597526914
class,3,0.00813515199175638
oop,7,0.018982021314098218
scope,6,0.01627030398351276
android,15,0.04067575995878189
android-context,1,0.00271171733058546
macos,2,0.00542343466117092
process,1,0.00271171733058546
html,25,0.06779293326463649
css,20,0.0542343466117092
alignment,3,0.00813515199175638
vertical-alignment,2,0.00542343466117092
c,7,0.018982021314098218
operators,11,0.02982889063644006
trigraphs,1,0.00271171733058546
css,20,0.0542343466117092
jquery,30,0.08135151991756379
asp.net,1,0.00271171733058546
ajax,6,0.01627030398351276
json,10,0.0271171733058546
powershell,2,0.00542343466117092
windows-server-2008-r2,1,0.00271171733058546
javascript,115,0.3118474930173279
string,23,0.06236949860346558
conventions,1,0.00271171733058546
javascript,115,0.3118474930173279
string,23,0.06236949860346558
random,6,0.01627030398351276
java,37,0.10033354123166201
arrays,17,0.04609919461995282
printing,1,0.00271171733058546
sql,9,0.02440545597526914
sql-server,5,0.0135585866529273
csv,1,0.00271171733058546
string-concatenation,2,0.00542343466117092
group-concat,1,0.00271171733058546
python,72,0.19524364780215311
string,23,0.06236949860346558
file,6,0.01627030398351276
readlines,1,0.00271171733058546
python,72,0.19524364780215311
list,13,0.03525232529761098
design-patterns,4,0.01084686932234184
singleton,1,0.00271171733058546
python,72,0.19524364780215311
newline,3,0.00813515199175638
c#,17,0.04609919461995282
constructor,3,0.00813515199175638
getter,1,0.00271171733058546
setter,1,0.00271171733058546
automatic-properties,1,0.00271171733058546
vim,5,0.0135585866529273
full-text-search,1,0.00271171733058546
highlight,3,0.00813515199175638
javascript,115,0.3118474930173279
formatting,2,0.00542343466117092
numbers,2,0.00542343466117092
integer,4,0.01084686932234184
linux,7,0.018982021314098218
symlink,1,0.00271171733058546
javascript,115,0.3118474930173279
formatting,2,0.00542343466117092
currency,1,0.00271171733058546
git,88,0.23863112509152049
git-clone,4,0.01084686932234184
git-tag,3,0.00813515199175638
c++,21,0.05694606394229466
multithreading,2,0.00542343466117092
c++11,2,0.00542343466117092
language-lawyer,1,0.00271171733058546
memory-model,1,0.00271171733058546
git,88,0.23863112509152049
git-stash,4,0.01084686932234184
git,88,0.23863112509152049
git-submodules,3,0.00813515199175638
node.js,8,0.02169373864468368
android,15,0.04067575995878189
image,1,0.00271171733058546
listview,2,0.00542343466117092
url,10,0.0271171733058546
universal-image-loader,1,0.00271171733058546
javascript,115,0.3118474930173279
angularjs,3,0.00813515199175638
data-binding,1,0.00271171733058546
java,37,0.10033354123166201
http,10,0.0271171733058546
httprequest,1,0.00271171733058546
httpurlconnection,1,0.00271171733058546
urlconnection,1,0.00271171733058546
linux,7,0.018982021314098218
bash,13,0.03525232529761098
command-line,7,0.018982021314098218
echo,2,0.00542343466117092
terminal-color,1,0.00271171733058546
javascript,115,0.3118474930173279
postgresql,2,0.00542343466117092
gruntjs,1,0.00271171733058546
npm,6,0.01627030398351276
gulp,1,0.00271171733058546
bower,1,0.00271171733058546
webpack,1,0.00271171733058546
docker,5,0.0135585866529273
docker-container,1,0.00271171733058546
file-copying,2,0.00542343466117092
git,88,0.23863112509152049
branch,9,0.02440545597526914
git-branch,19,0.05152262928112373
javascript,115,0.3118474930173279
random,6,0.01627030398351276
c#,17,0.04609919461995282
.net,12,0.03254060796702552
datetime,8,0.02169373864468368
c#,17,0.04609919461995282
.net,12,0.03254060796702552
excel,1,0.00271171733058546
file-io,4,0.01084686932234184
c#,17,0.04609919461995282
enums,5,0.0135585866529273
casting,5,0.0135585866529273
int,3,0.00813515199175638
algorithm,6,0.01627030398351276
logic,2,0.00542343466117092
artificial-intelligence,1,0.00271171733058546
2048,1,0.00271171733058546
xcode,1,0.00271171733058546
git,88,0.23863112509152049
macos,2,0.00542343466117092
command-line,7,0.018982021314098218
terminal,4,0.01084686932234184
javascript,115,0.3118474930173279
variables,5,0.0135585866529273
initialization,2,0.00542343466117092
undefined,5,0.0135585866529273
oop,7,0.018982021314098218
design-patterns,4,0.01084686932234184
inversion-of-control,1,0.00271171733058546
python,72,0.19524364780215311
c++,21,0.05694606394229466
benchmarking,1,0.00271171733058546
iostream,1,0.00271171733058546
getline,1,0.00271171733058546
javascript,115,0.3118474930173279
html-select,1,0.00271171733058546
sql-server,5,0.0135585866529273
sql-server-2008,1,0.00271171733058546
tsql,3,0.00813515199175638
sql-server-2012,1,0.00271171733058546
sql-server-2016,1,0.00271171733058546
android,15,0.04067575995878189
eclipse,1,0.00271171733058546
certificate,1,0.00271171733058546
git,88,0.23863112509152049
authentication,3,0.00813515199175638
github,5,0.0135585866529273
git-push,5,0.0135585866529273
git-config,1,0.00271171733058546
docker,5,0.0135585866529273
regex,4,0.01084686932234184
capturing-group,1,0.00271171733058546
regex-group,1,0.00271171733058546
javascript,115,0.3118474930173279
jquery,30,0.08135151991756379
url,10,0.0271171733058546
shell,11,0.02982889063644006
sed,1,0.00271171733058546
text-parsing,1,0.00271171733058546
in-place,1,0.00271171733058546
java,37,0.10033354123166201
javabeans,1,0.00271171733058546
serializable,1,0.00271171733058546
c++,21,0.05694606394229466
linux,7,0.018982021314098218
profiling,1,0.00271171733058546
linux,7,0.018982021314098218
permissions,2,0.00542343466117092
directory,10,0.0271171733058546
chmod,2,0.00542343466117092
postgresql,2,0.00542343466117092
psql,1,0.00271171733058546
table-structure,1,0.00271171733058546
c++,21,0.05694606394229466
pointers,3,0.00813515199175638
c++11,2,0.00542343466117092
smart-pointers,1,0.00271171733058546
c++-faq,10,0.0271171733058546
python,72,0.19524364780215311
object,6,0.01627030398351276
css,20,0.0542343466117092
geometry,1,0.00271171733058546
polygon,1,0.00271171733058546
css-shapes,1,0.00271171733058546
git,88,0.23863112509152049
recovery,1,0.00271171733058546
git-stash,4,0.01084686932234184
c++,21,0.05694606394229466
templates,1,0.00271171733058546
undefined-reference,1,0.00271171733058546
c++-faq,10,0.0271171733058546
makefile,1,0.00271171733058546
phony-target,1,0.00271171733058546
python,72,0.19524364780215311
list,13,0.03525232529761098
random,6,0.01627030398351276
javascript,115,0.3118474930173279
arrays,17,0.04609919461995282
loops,13,0.03525232529761098
for-loop,4,0.01084686932234184
iteration,5,0.0135585866529273
git,88,0.23863112509152049
gitignore,5,0.0135585866529273
java,37,0.10033354123166201
loops,13,0.03525232529761098
nested-loops,1,0.00271171733058546
javascript,115,0.3118474930173279
jquery,30,0.08135151991756379
ajax,6,0.01627030398351276
android,15,0.04067575995878189
layout,2,0.00542343466117092
screen,1,0.00271171733058546
pixel,1,0.00271171733058546
dimensions,1,0.00271171733058546
git,88,0.23863112509152049
git-diff,5,0.0135585866529273
git-log,2,0.00542343466117092
c#,17,0.04609919461995282
.net,12,0.03254060796702552
vb.net,1,0.00271171733058546
nullreferenceexception,1,0.00271171733058546
ios,2,0.00542343466117092
objective-c,1,0.00271171733058546
properties,1,0.00271171733058546
atomic,1,0.00271171733058546
nonatomic,1,0.00271171733058546
python,72,0.19524364780215311
dictionary,11,0.02982889063644006
types,3,0.00813515199175638
typeof,1,0.00271171733058546
sql,9,0.02440545597526914
sql-server,5,0.0135585866529273
tsql,3,0.00813515199175638
date,5,0.0135585866529273
datetime,8,0.02169373864468368
